ssn,age,education,marital-status,relationship,sex,income
946-59-0908,19.0,,Married-civ-spouse,,,<=50K
064-83-4152,21.0,HS-grad,Married-civ-spouse,,Male,<=50K
886-02-5797,38.0,,Divorced,,Male,>50K
238-88-2063,55.0,,Divorced,Not-in-family,,
842-50-6141,45.0,,Married-civ-spouse,Husband,Male,
319-01-1056,34.0,Some-college,Married-civ-spouse,Husband,,<=50K
267-22-9729,46.0,Some-college,Married-civ-spouse,Husband,Male,
551-68-9188,68.0,HS-grad,Married-civ-spouse,Husband,,<=50K
682-37-1006,,HS-grad,Never-married,Own-child,Male,
306-87-9606,37.0,Assoc-voc,Divorced,Not-in-family,,<=50K
170-70-0245,,HS-grad,,,,
740-87-8377,60.0,,Never-married,Unmarried,,
811-11-7935,43.0,Some-college,Separated,Not-in-family,,
320-91-5233,51.0,Bachelors,Never-married,Not-in-family,Female,>50K
457-61-6707,30.0,Bachelors,Married-civ-spouse,Wife,Female,<=50K
417-99-7542,31.0,9th,Divorced,Not-in-family,Male,
120-73-0958,,,Never-married,Not-in-family,Female,
022-66-5847,47.0,HS-grad,Never-married,Not-in-family,,<=50K
184-98-1572,32.0,11th,Married-civ-spouse,,Male,
621-09-9507,68.0,,,Not-in-family,Female,
179-14-6191,65.0,10th,,Husband,,
461-73-2186,54.0,HS-grad,,,Male,<=50K
411-54-7911,34.0,HS-grad,,,,<=50K
134-61-3021,40.0,10th,,Not-in-family,Male,
416-73-8328,25.0,,Married-civ-spouse,,Male,<=50K
187-34-6437,40.0,Masters,Married-civ-spouse,Husband,,<=50K
316-73-8328,18.0,1st-4th,Never-married,Own-child,Female,<=50K
217-53-6854,35.0,,,Husband,Male,<=50K
359-92-0147,21.0,,Married-civ-spouse,Wife,Female,<=50K
500-82-9237,32.0,Bachelors,Married-civ-spouse,Husband,,<=50K
398-00-3685,32.0,HS-grad,Married-civ-spouse,,,
839-55-7738,31.0,7th-8th,Married-civ-spouse,Husband,,<=50K
124-29-3611,39.0,HS-grad,Divorced,Unmarried,,<=50K
709-52-0883,33.0,,Married-spouse-absent,Unmarried,Female,
014-25-0614,26.0,Some-college,Married-civ-spouse,Husband,,
168-76-5356,78.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
925-42-9974,38.0,HS-grad,Married-civ-spouse,,Male,<=50K
492-10-6879,28.0,HS-grad,Married-civ-spouse,,,<=50K
632-52-4569,,HS-grad,,,,<=50K
821-06-8795,29.0,HS-grad,Married-civ-spouse,Husband,Male,
770-85-3807,,,Married-civ-spouse,Husband,Male,<=50K
293-88-8206,,Assoc-voc,Never-married,Own-child,,>50K
801-75-0613,24.0,HS-grad,Married-civ-spouse,Other-relative,,
859-18-3045,55.0,HS-grad,Married-civ-spouse,Wife,,
737-92-9974,,,,Husband,,
613-05-2824,44.0,Assoc-voc,,Unmarried,Male,<=50K
823-09-5822,30.0,Bachelors,Never-married,,,
099-75-4299,,7th-8th,Never-married,Not-in-family,Female,<=50K
220-60-8107,20.0,,Never-married,Own-child,,<=50K
576-16-7075,,Bachelors,Married-civ-spouse,Husband,Male,<=50K
817-10-6878,58.0,,Never-married,Not-in-family,,
877-45-7001,49.0,Assoc-voc,,Not-in-family,Male,>50K
677-64-1276,33.0,Some-college,Married-civ-spouse,Husband,,<=50K
610-59-5822,29.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
676-04-4225,59.0,,Married-civ-spouse,Wife,,>50K
221-56-0196,41.0,HS-grad,,Husband,Male,
782-15-6018,36.0,11th,Married-civ-spouse,Husband,Male,<=50K
977-27-2726,19.0,,Never-married,,Female,<=50K
146-89-8034,50.0,11th,Divorced,Unmarried,,<=50K
934-12-1620,42.0,,,,Male,
478-93-1203,35.0,HS-grad,,Unmarried,,
614-00-4913,24.0,HS-grad,Married-civ-spouse,Husband,,<=50K
265-84-7665,,,,Own-child,,>50K
460-62-6535,19.0,Some-college,Never-married,Own-child,Female,
025-89-0663,41.0,Assoc-acdm,Never-married,Not-in-family,Female,
230-06-7567,45.0,Some-college,Never-married,,Male,>50K
301-19-7788,47.0,Masters,Never-married,Not-in-family,,
646-43-7345,24.0,,,Husband,,
979-05-4053,18.0,,Never-married,Own-child,Male,
549-69-2874,31.0,Bachelors,Widowed,,Male,>50K
805-40-5404,47.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
422-94-2260,33.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
656-32-6780,27.0,HS-grad,Never-married,Not-in-family,Female,
516-40-0490,39.0,10th,Widowed,Other-relative,Male,<=50K
345-79-2382,29.0,,Married-civ-spouse,,,<=50K
214-61-9164,44.0,HS-grad,Divorced,,Male,
363-17-5675,27.0,Some-college,,Unmarried,,
497-57-3709,43.0,Masters,,Not-in-family,,>50K
992-65-9704,22.0,HS-grad,Never-married,Own-child,Female,<=50K
231-23-4643,23.0,HS-grad,Divorced,Not-in-family,Male,<=50K
095-70-0245,,,Never-married,Own-child,Female,
457-67-8132,,,,Not-in-family,,>50K
057-09-4594,21.0,,Never-married,Own-child,,<=50K
323-40-2948,48.0,,Married-civ-spouse,,,<=50K
145-45-4545,,HS-grad,Married-civ-spouse,Husband,Male,>50K
364-80-3439,44.0,10th,Separated,Not-in-family,Male,
069-25-6756,32.0,HS-grad,Married-civ-spouse,Husband,,
526-35-1350,28.0,7th-8th,Divorced,,Male,<=50K
099-35-5036,22.0,,,Wife,Female,<=50K
152-48-7714,26.0,7th-8th,,Not-in-family,Male,<=50K
897-29-7296,32.0,,Divorced,Not-in-family,,<=50K
627-30-3439,25.0,Some-college,,,Male,
765-23-3414,,,,,Female,
467-56-7567,31.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
759-73-5871,29.0,Some-college,Married-civ-spouse,,Male,
254-05-4053,19.0,Some-college,Never-married,Own-child,,
422-88-0834,62.0,,Never-married,Not-in-family,,
204-63-7591,62.0,Assoc-voc,Never-married,,Female,<=50K
896-34-5207,25.0,Preschool,Never-married,Own-child,Female,
337-65-3562,36.0,Prof-school,,Husband,,
201-16-7075,27.0,Some-college,,,,<=50K
259-45-9459,40.0,,Married-civ-spouse,Husband,Male,
333-78-3783,42.0,11th,,Husband,Male,<=50K
103-77-7641,,HS-grad,Married-civ-spouse,Husband,,
796-52-9483,31.0,Masters,Married-civ-spouse,Husband,,>50K
710-10-4421,61.0,HS-grad,Married-civ-spouse,Husband,,<=50K
266-64-6191,46.0,Some-college,Married-civ-spouse,Husband,Male,
994-80-9581,41.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
363-57-4938,17.0,,Never-married,Own-child,,<=50K
739-15-8475,39.0,Bachelors,,Not-in-family,Male,>50K
138-63-6363,25.0,7th-8th,,Other-relative,,
966-30-8352,50.0,Masters,Never-married,Not-in-family,,
278-62-4078,40.0,,,Unmarried,,
913-26-7812,49.0,,,,Male,<=50K
910-13-5134,55.0,,,Unmarried,Female,<=50K
984-79-7296,29.0,HS-grad,Never-married,Own-child,Male,>50K
239-18-9188,35.0,,Never-married,Not-in-family,,<=50K
449-60-0736,33.0,,Married-civ-spouse,Husband,,<=50K
528-65-4790,57.0,Bachelors,Divorced,Unmarried,Male,>50K
811-97-7886,25.0,Assoc-voc,,,Male,
810-25-7984,40.0,HS-grad,Never-married,,Female,
934-36-7320,,HS-grad,Married-civ-spouse,Husband,,
301-56-6338,42.0,HS-grad,Married-civ-spouse,,Male,>50K
906-57-2480,69.0,HS-grad,Married-civ-spouse,,,
897-85-0121,21.0,HS-grad,,,,<=50K
796-68-3045,32.0,Bachelors,,Own-child,,>50K
583-32-3095,34.0,HS-grad,Married-civ-spouse,,,
255-77-3955,18.0,,Married-spouse-absent,Own-child,Male,<=50K
523-24-9385,49.0,,Never-married,Not-in-family,Female,<=50K
160-74-9385,34.0,Some-college,Never-married,Not-in-family,Female,>50K
488-17-5675,54.0,,Never-married,Not-in-family,Female,
082-58-5995,25.0,,Married-civ-spouse,,,<=50K
333-16-9532,35.0,Some-college,Never-married,Unmarried,Female,<=50K
586-64-0048,57.0,9th,Married-civ-spouse,Husband,,<=50K
739-43-4888,38.0,,Never-married,Not-in-family,,
265-01-8427,19.0,,Never-married,Own-child,,
650-67-5675,,HS-grad,Never-married,Own-child,,<=50K
694-22-6043,60.0,10th,Married-civ-spouse,Husband,Male,
222-48-1572,25.0,HS-grad,Widowed,Not-in-family,Male,
784-18-3045,55.0,7th-8th,Married-civ-spouse,Husband,Male,>50K
117-10-6879,,,Never-married,Own-child,Female,
218-08-9680,44.0,,Divorced,Not-in-family,Male,<=50K
589-64-9876,46.0,,,,,<=50K
611-64-0048,49.0,Bachelors,Married-civ-spouse,Husband,Male,
047-51-2284,35.0,Bachelors,,Own-child,,>50K
503-16-3390,27.0,,Never-married,Own-child,,<=50K
797-51-2284,,Bachelors,,Not-in-family,Female,<=50K
098-58-7223,39.0,,Widowed,,Female,<=50K
819-37-9606,,Masters,Married-civ-spouse,,Female,
905-00-6141,,,Never-married,,Male,
011-17-9361,33.0,Assoc-voc,,Own-child,,
265-81-6953,,HS-grad,Married-civ-spouse,Husband,,
063-54-4225,38.0,HS-grad,Married-AF-spouse,,,<=50K
039-12-7764,38.0,HS-grad,,Unmarried,Female,<=50K
438-97-4201,,Bachelors,Never-married,,,>50K
444-84-0294,22.0,Assoc-voc,Married-civ-spouse,,Male,
256-69-5331,38.0,Bachelors,,,Male,<=50K
802-14-9876,45.0,11th,Never-married,Own-child,,
682-52-4569,49.0,Bachelors,,Husband,Male,>50K
440-11-0564,63.0,HS-grad,Married-civ-spouse,Husband,,
133-13-8820,35.0,,,,Female,
855-19-0416,41.0,,Married-civ-spouse,Husband,,>50K
031-48-0343,21.0,HS-grad,Married-civ-spouse,,Female,<=50K
328-00-9827,25.0,,Divorced,,Female,<=50K
740-75-5527,17.0,,,,Male,<=50K
373-37-2235,24.0,HS-grad,Divorced,Other-relative,,<=50K
166-86-1179,48.0,Assoc-voc,Divorced,Unmarried,Male,<=50K
989-31-2038,32.0,10th,,Not-in-family,Female,
606-97-1743,54.0,,Married-civ-spouse,Wife,Female,<=50K
386-73-2186,25.0,Bachelors,Married-civ-spouse,,Male,
404-33-0466,43.0,Assoc-voc,Never-married,Unmarried,,
691-92-2603,26.0,,Never-married,Own-child,Male,
176-04-4225,67.0,Assoc-voc,Married-civ-spouse,Husband,Male,
221-43-7346,69.0,,Divorced,Not-in-family,,<=50K
360-59-5822,74.0,,Married-civ-spouse,Husband,Male,
539-68-0589,18.0,,Never-married,Own-child,Male,
997-48-1571,20.0,,Never-married,Not-in-family,,<=50K
178-96-1916,40.0,,Married-civ-spouse,Husband,,
695-14-7419,50.0,Some-college,Married-civ-spouse,Husband,,
656-44-9630,26.0,,Married-civ-spouse,Husband,Male,<=50K
607-12-5306,26.0,Bachelors,,Own-child,Female,
094-07-2481,29.0,HS-grad,Divorced,Not-in-family,Male,
070-48-5257,33.0,HS-grad,Separated,,,<=50K
707-00-2456,21.0,11th,Separated,Not-in-family,,
951-44-3487,55.0,Bachelors,Married-civ-spouse,Wife,Female,<=50K
894-59-4593,47.0,Some-college,Never-married,Not-in-family,,
619-96-3144,26.0,HS-grad,Never-married,Own-child,Male,>50K
416-64-6191,17.0,Assoc-acdm,,,Male,
276-96-5601,62.0,,Married-civ-spouse,Wife,Female,<=50K
503-13-2677,67.0,,Married-civ-spouse,Husband,Male,
531-91-0318,40.0,,Married-civ-spouse,,,<=50K
879-72-9728,22.0,Some-college,Married-civ-spouse,,,<=50K
993-79-6067,35.0,Some-college,,Not-in-family,,
409-85-8721,64.0,HS-grad,Married-civ-spouse,Husband,,<=50K
368-58-1080,54.0,Masters,Widowed,Not-in-family,Male,>50K
624-38-5748,61.0,,,Own-child,Male,<=50K
361-08-7223,,HS-grad,Never-married,Own-child,,<=50K
202-64-1277,30.0,Some-college,Never-married,,Female,
339-46-5601,61.0,,Never-married,,Male,
071-86-7321,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
088-05-2825,24.0,HS-grad,,Unmarried,,
151-53-5626,23.0,11th,Married-spouse-absent,Own-child,,<=50K
935-84-1522,,,,Own-child,,<=50K
635-90-2947,45.0,11th,Never-married,,,<=50K
525-21-4987,24.0,Bachelors,Never-married,,Male,<=50K
988-45-2087,40.0,,Married-civ-spouse,Husband,Male,<=50K
612-80-7124,40.0,,Married-civ-spouse,Husband,,
468-39-6805,28.0,,Married-civ-spouse,Husband,Male,
300-76-7812,24.0,Some-college,Never-married,Not-in-family,,
232-09-4594,41.0,Some-college,Never-married,Not-in-family,,<=50K
776-35-1350,43.0,,,Unmarried,,
909-02-9483,19.0,HS-grad,,Own-child,Female,
577-33-4151,41.0,Some-college,Never-married,Unmarried,,>50K
203-25-5528,29.0,Bachelors,Separated,,Male,>50K
015-78-6240,49.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
135-87-2235,26.0,HS-grad,,,,<=50K
000-55-2825,41.0,Assoc-acdm,Married-civ-spouse,Wife,,<=50K
049-23-2186,41.0,,Married-civ-spouse,Husband,,>50K
454-39-1891,57.0,HS-grad,Married-civ-spouse,Husband,Male,
940-97-0515,23.0,1st-4th,Never-married,Not-in-family,Female,
865-87-8377,29.0,Some-college,Divorced,Not-in-family,Female,
179-36-1179,34.0,,Married-civ-spouse,Husband,Male,
121-16-0933,32.0,,Never-married,Own-child,Female,
262-83-7837,29.0,Bachelors,Married-civ-spouse,,Male,<=50K
958-53-8082,29.0,Some-college,,Not-in-family,,<=50K
285-04-2997,85.0,11th,,Not-in-family,Male,
909-79-7296,25.0,9th,,Own-child,Male,<=50K
395-30-0982,52.0,HS-grad,,Husband,Male,<=50K
776-93-4888,38.0,,,,,
105-34-3980,25.0,,,,,
261-76-2899,31.0,Some-college,Married-civ-spouse,Husband,,
080-49-7542,58.0,,Married-civ-spouse,Husband,,<=50K
452-94-8402,42.0,Assoc-acdm,,Husband,Male,
980-74-3242,35.0,11th,Divorced,,Female,<=50K
893-36-6092,30.0,11th,,Not-in-family,Male,<=50K
366-12-4078,28.0,Masters,Divorced,Not-in-family,Male,<=50K
200-61-4250,32.0,Assoc-voc,Widowed,Unmarried,,
603-43-9802,,,,,,<=50K
108-53-8083,38.0,,,Unmarried,,<=50K
330-40-5405,75.0,,Married-civ-spouse,Husband,,<=50K
179-11-5478,21.0,HS-grad,Never-married,Not-in-family,Male,<=50K
753-59-3365,22.0,,Married-civ-spouse,,,<=50K
263-78-9926,45.0,HS-grad,,Husband,Male,<=50K
668-15-1104,56.0,HS-grad,Never-married,,,<=50K
412-53-0712,26.0,HS-grad,Never-married,Own-child,,
325-85-9950,57.0,Some-college,Married-civ-spouse,Husband,,<=50K
283-01-5970,69.0,HS-grad,,Husband,Male,<=50K
886-36-3635,50.0,Some-college,Never-married,,,<=50K
563-63-6363,44.0,Assoc-acdm,Never-married,,,
346-65-2333,62.0,9th,Married-civ-spouse,Husband,Male,
250-95-2088,33.0,,Never-married,,,<=50K
978-04-0539,37.0,Bachelors,Married-civ-spouse,Husband,,
982-40-1718,41.0,Some-college,Never-married,Not-in-family,Female,
609-45-9458,29.0,HS-grad,,,Male,<=50K
973-52-5797,48.0,,Married-civ-spouse,Wife,Female,
847-45-0859,,Bachelors,Married-civ-spouse,,Male,>50K
386-94-7174,,1st-4th,Never-married,Not-in-family,Male,
165-23-3415,20.0,,Never-married,Own-child,Male,<=50K
652-57-9851,24.0,Some-college,,Own-child,Male,
824-90-7861,41.0,HS-grad,Never-married,,,<=50K
426-84-2751,41.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
791-76-9040,55.0,,,,,<=50K
590-87-8377,30.0,,Married-civ-spouse,,,>50K
162-99-1400,29.0,Some-college,Never-married,Not-in-family,,
114-28-1326,,Assoc-voc,Married-civ-spouse,Husband,Male,
839-15-8475,,Some-college,Married-civ-spouse,Husband,Male,
758-93-7345,61.0,Masters,Married-civ-spouse,Husband,Male,>50K
059-79-7297,35.0,7th-8th,,,,
918-24-3242,56.0,,,Husband,Male,<=50K
834-18-3045,18.0,,Never-married,Own-child,,<=50K
172-38-9434,50.0,Bachelors,Married-civ-spouse,Husband,Male,
649-81-5724,,Some-college,Married-civ-spouse,Husband,Male,<=50K
908-96-8058,33.0,HS-grad,,Husband,,<=50K
398-77-1498,40.0,Bachelors,Never-married,Own-child,,
960-53-4397,29.0,,Never-married,Not-in-family,,<=50K
639-00-4913,42.0,Some-college,Never-married,Unmarried,Female,
446-31-4495,,,Divorced,,Female,
842-84-3979,24.0,Bachelors,Married-civ-spouse,Husband,,
215-20-2702,,HS-grad,Married-civ-spouse,Husband,,
101-19-7788,26.0,11th,Married-spouse-absent,Not-in-family,Male,<=50K
523-43-3660,29.0,Bachelors,Never-married,,,
934-64-3733,23.0,Bachelors,Never-married,Not-in-family,,<=50K
616-95-3316,29.0,Some-college,Married-civ-spouse,Husband,,
995-27-0269,34.0,,Never-married,Own-child,Male,>50K
417-16-8304,48.0,,Married-civ-spouse,Husband,Male,
818-64-2505,29.0,HS-grad,,Other-relative,,<=50K
379-02-3341,43.0,,Never-married,Not-in-family,Female,<=50K
889-98-7714,36.0,,Never-married,Own-child,,>50K
216-09-3365,42.0,,,,Male,<=50K
212-83-7837,52.0,Bachelors,Separated,,,<=50K
068-21-2530,20.0,Some-college,Married-civ-spouse,,Male,
156-87-9606,33.0,Assoc-voc,Never-married,,,>50K
475-06-1424,84.0,Some-college,Married-spouse-absent,Not-in-family,,<=50K
031-20-3931,38.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
887-96-0687,35.0,,Never-married,Unmarried,Female,<=50K
029-08-4766,41.0,HS-grad,Never-married,Own-child,,<=50K
559-92-0146,52.0,10th,Never-married,Not-in-family,Male,
920-45-4544,28.0,,Married-civ-spouse,Husband,,
334-61-3021,48.0,,Married-civ-spouse,Husband,,<=50K
566-64-6191,,11th,Married-civ-spouse,Husband,Male,
105-37-4692,19.0,,Never-married,Own-child,,<=50K
280-62-0392,54.0,,,Husband,,
425-46-0687,24.0,HS-grad,Never-married,Own-child,,
963-51-3512,64.0,Some-college,Never-married,Not-in-family,Male,<=50K
880-03-6854,50.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
704-51-4741,47.0,Bachelors,,Husband,Male,>50K
568-24-3242,52.0,HS-grad,,,Male,<=50K
456-94-1031,36.0,,Married-civ-spouse,Husband,Male,
733-84-5208,38.0,,Married-civ-spouse,Husband,,
930-34-3979,28.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
714-83-4151,19.0,Some-college,Never-married,Own-child,Male,<=50K
756-23-4642,31.0,11th,,Not-in-family,Male,<=50K
049-07-8624,22.0,Some-college,Never-married,Own-child,Male,
305-28-2554,60.0,10th,,,,<=50K
813-20-6387,,,,Husband,Male,<=50K
213-78-9926,31.0,HS-grad,Divorced,Not-in-family,Female,<=50K
356-48-0343,39.0,,Married-civ-spouse,Husband,,
643-36-6092,64.0,,Married-civ-spouse,Husband,,
611-27-1498,27.0,,,Not-in-family,,
198-06-5110,30.0,HS-grad,,Own-child,Male,>50K
939-68-0588,23.0,Some-college,,Not-in-family,Male,
208-26-1670,23.0,,Never-married,Own-child,Male,<=50K
146-59-0908,18.0,,Never-married,,Female,
060-99-5085,,Masters,Never-married,Not-in-family,Male,
570-66-9532,49.0,Masters,Married-civ-spouse,Husband,,
289-95-7002,45.0,Some-college,Never-married,Not-in-family,Male,<=50K
309-70-5159,37.0,,Never-married,,Female,
509-52-0884,30.0,HS-grad,Never-married,Not-in-family,,
746-37-5920,34.0,Assoc-voc,,Not-in-family,,>50K
436-94-7174,59.0,Some-college,Married-spouse-absent,Unmarried,,
678-40-9090,34.0,Some-college,,Husband,,
763-42-1375,34.0,Assoc-voc,Widowed,Not-in-family,,>50K
556-97-1743,28.0,11th,,Husband,,
683-01-5969,25.0,Some-college,,Own-child,,
080-89-6805,33.0,HS-grad,Married-civ-spouse,Husband,,>50K
502-02-7026,34.0,7th-8th,,Husband,Male,<=50K
372-26-6584,38.0,Bachelors,Married-civ-spouse,Husband,,
537-99-1399,27.0,Some-college,Divorced,Not-in-family,,
778-07-1252,28.0,Some-college,Married-civ-spouse,Husband,Male,>50K
585-13-5134,,HS-grad,Separated,Unmarried,Male,<=50K
897-57-3709,50.0,Some-college,Married-civ-spouse,,Male,
534-24-4471,42.0,Some-college,Divorced,Not-in-family,,>50K
203-34-7665,41.0,Assoc-voc,Married-civ-spouse,,,>50K
597-32-8009,45.0,HS-grad,Married-civ-spouse,,Male,
438-82-0638,,10th,Never-married,Not-in-family,,<=50K
655-92-7517,34.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
464-89-5576,19.0,Some-college,,,Male,
997-88-0834,32.0,Bachelors,Married-civ-spouse,Wife,Female,<=50K
016-58-4766,53.0,,Never-married,Not-in-family,,<=50K
950-49-1399,54.0,11th,Never-married,Not-in-family,Female,<=50K
580-49-7542,42.0,Bachelors,,Husband,,>50K
248-21-8672,66.0,HS-grad,Divorced,,Male,
068-15-1105,39.0,,Married-civ-spouse,Husband,,
731-32-6780,,,Married-spouse-absent,,Male,
966-79-9753,38.0,Bachelors,Married-civ-spouse,,,
341-83-0466,56.0,,Married-civ-spouse,Husband,Male,<=50K
872-26-6583,49.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
857-30-9581,41.0,,Never-married,Own-child,Female,>50K
149-10-9336,46.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
717-50-6141,28.0,,Married-civ-spouse,Husband,,
067-38-3292,43.0,,Never-married,Own-child,,
119-53-3169,59.0,Assoc-acdm,Married-civ-spouse,Wife,Female,
213-82-0638,40.0,,Never-married,,Male,>50K
136-51-7198,33.0,HS-grad,Married-civ-spouse,,Male,
556-57-2481,62.0,Bachelors,,Husband,Male,>50K
655-31-3267,74.0,,,Not-in-family,Male,>50K
223-18-7960,44.0,,Married-spouse-absent,Not-in-family,,
368-42-7518,41.0,,Married-civ-spouse,Husband,Male,
190-47-9115,49.0,HS-grad,Married-spouse-absent,,,
176-90-4176,31.0,9th,Never-married,Own-child,,<=50K
868-61-1792,38.0,Bachelors,Never-married,Not-in-family,Female,<=50K
432-64-7419,43.0,HS-grad,Never-married,Not-in-family,Female,<=50K
330-19-0417,53.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
970-20-8844,36.0,HS-grad,Never-married,Not-in-family,,
731-54-1768,18.0,,Married-civ-spouse,,Female,<=50K
124-14-0049,20.0,Bachelors,,Not-in-family,,<=50K
054-17-6904,22.0,,,Not-in-family,Male,<=50K
077-73-3415,,,Never-married,Not-in-family,,
398-46-4373,35.0,,Married-civ-spouse,Husband,Male,<=50K
942-29-1153,38.0,Some-college,,Own-child,Male,<=50K
423-46-4373,32.0,11th,,Own-child,,<=50K
199-07-8623,29.0,,Married-civ-spouse,Wife,,
328-71-6215,35.0,Bachelors,Married-civ-spouse,Husband,Male,
729-02-3340,27.0,,Separated,Unmarried,Female,
477-61-0564,30.0,,Married-civ-spouse,Husband,Male,
377-64-1277,42.0,HS-grad,Divorced,Unmarried,Female,
416-06-2653,41.0,,,Unmarried,,
398-64-8648,67.0,Bachelors,,Not-in-family,,
518-67-3218,78.0,Bachelors,Never-married,Not-in-family,Female,
137-65-3562,42.0,,,,,
226-04-4225,30.0,HS-grad,Married-civ-spouse,,,
359-49-0171,49.0,,,Husband,Male,
595-54-6682,77.0,Bachelors,Never-married,Not-in-family,Male,
766-79-9753,,,Divorced,Unmarried,Female,<=50K
131-84-8894,30.0,,,Unmarried,,<=50K
875-92-1375,34.0,,Married-civ-spouse,,Male,
450-12-2849,45.0,Assoc-voc,Divorced,Not-in-family,Male,
915-07-9851,31.0,Some-college,Never-married,Not-in-family,Female,<=50K
713-97-4200,20.0,HS-grad,Never-married,Own-child,,
795-36-2407,44.0,Some-college,Married-civ-spouse,Husband,,<=50K
942-56-7566,31.0,HS-grad,Never-married,Not-in-family,Male,<=50K
903-86-9777,41.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
696-03-8082,25.0,,,Not-in-family,Female,
134-06-0196,39.0,Masters,,Not-in-family,,>50K
919-80-9581,,Some-college,Married-civ-spouse,Husband,Male,
275-76-7812,36.0,,Never-married,,Male,<=50K
247-94-2260,48.0,,,Husband,,
197-57-3709,29.0,Bachelors,Married-civ-spouse,,,
007-67-8132,40.0,HS-grad,,Not-in-family,Female,<=50K
776-25-9212,31.0,,Never-married,Own-child,,
331-20-3930,48.0,Assoc-voc,Married-civ-spouse,Husband,,
833-93-7345,62.0,HS-grad,Never-married,,Male,<=50K
123-49-5085,33.0,Bachelors,Never-married,Other-relative,Male,<=50K
605-65-1105,24.0,7th-8th,Divorced,Not-in-family,Female,
156-63-3906,46.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
389-43-4889,,,Never-married,Not-in-family,,
679-85-2579,50.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
139-25-0614,41.0,Some-college,Married-civ-spouse,Husband,Male,
783-75-3070,19.0,,,Own-child,Female,<=50K
716-89-1891,35.0,9th,Never-married,,Female,
098-74-0786,47.0,Bachelors,,,Male,>50K
503-04-0540,32.0,Assoc-voc,Divorced,Unmarried,,>50K
143-33-5380,21.0,Some-college,,,Male,<=50K
181-72-6044,66.0,,Married-civ-spouse,Husband,,<=50K
430-68-1817,41.0,HS-grad,Divorced,Unmarried,,<=50K
184-49-0171,44.0,HS-grad,,,Male,<=50K
069-04-1768,70.0,HS-grad,,,Female,<=50K
009-76-6584,17.0,Some-college,Never-married,Own-child,,<=50K
889-18-9188,58.0,5th-6th,Married-civ-spouse,Husband,,
044-31-8181,40.0,HS-grad,Married-civ-spouse,,,>50K
718-85-7493,24.0,11th,Widowed,Other-relative,,
081-48-0343,22.0,HS-grad,Married-spouse-absent,Not-in-family,,<=50K
922-57-3709,26.0,,Divorced,,,
683-78-3783,48.0,,Never-married,Unmarried,,>50K
536-70-1473,50.0,,Married-civ-spouse,,Female,
051-19-7788,42.0,HS-grad,Never-married,,,
724-50-8598,31.0,,Never-married,Own-child,,
196-46-8058,45.0,Bachelors,Married-civ-spouse,,Female,
975-49-1399,28.0,,,Not-in-family,,<=50K
570-20-8844,,HS-grad,,Husband,Male,<=50K
036-39-4348,28.0,Assoc-voc,,Not-in-family,Female,<=50K
167-96-6830,,Bachelors,Divorced,,Male,>50K
779-66-8303,34.0,,Married-civ-spouse,Husband,,<=50K
588-82-0638,26.0,Assoc-voc,Married-civ-spouse,Wife,,
328-62-4078,20.0,HS-grad,,Own-child,,
384-79-7296,44.0,,Never-married,,Male,
278-86-9778,23.0,Doctorate,Separated,,,
378-90-0491,21.0,,Divorced,Not-in-family,Male,<=50K
733-26-1670,36.0,Bachelors,Married-civ-spouse,Wife,Male,
168-82-6781,37.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
787-37-7149,22.0,HS-grad,Never-married,Not-in-family,Male,<=50K
319-04-1768,42.0,,Never-married,Own-child,Male,
482-52-4569,50.0,HS-grad,Divorced,Unmarried,Male,<=50K
035-47-2972,55.0,,Married-civ-spouse,Husband,,>50K
723-06-5109,23.0,,,Own-child,Female,
468-55-0368,,11th,,Husband,Male,>50K
037-43-8574,58.0,,Divorced,Other-relative,,<=50K
109-61-3022,32.0,,Married-civ-spouse,Wife,Female,<=50K
466-73-8328,59.0,Masters,Married-civ-spouse,,Female,
180-55-8967,68.0,Assoc-acdm,Married-civ-spouse,,Male,<=50K
038-45-2088,56.0,Masters,Divorced,Not-in-family,,>50K
296-71-3758,33.0,11th,Married-civ-spouse,,,<=50K
578-83-9065,28.0,,Never-married,Not-in-family,,<=50K
643-91-8918,30.0,HS-grad,Never-married,Own-child,Male,<=50K
767-87-4692,,,Never-married,Own-child,Female,
561-48-6485,28.0,,Divorced,Unmarried,Female,
