ssn,age,education,marital-status,relationship,sex,income
997-32-8008,40.0,Masters,Never-married,Not-in-family,Male,
116-70-7616,23.0,,,Own-child,Male,
049-17-0761,39.0,Bachelors,Married-civ-spouse,Husband,,
092-35-2579,44.0,HS-grad,Married-civ-spouse,Husband,,
813-57-4937,54.0,10th,Married-civ-spouse,,,
636-70-1473,46.0,,,Wife,Male,
043-79-6068,36.0,Some-college,Never-married,Own-child,,<=50K
942-04-5453,,HS-grad,Divorced,Unmarried,Male,<=50K
170-17-8132,56.0,Some-college,Divorced,,,<=50K
145-54-6682,45.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
126-93-4889,20.0,Doctorate,Never-married,Own-child,,<=50K
073-83-2923,34.0,HS-grad,Divorced,,,<=50K
963-02-2112,18.0,,Never-married,Own-child,,<=50K
181-20-3931,38.0,Bachelors,Married-civ-spouse,Husband,,
635-01-2284,46.0,HS-grad,,Not-in-family,Female,<=50K
005-89-6805,31.0,HS-grad,Married-civ-spouse,,,
064-77-2727,41.0,,Married-civ-spouse,Husband,Male,<=50K
528-93-1203,17.0,HS-grad,,Own-child,Female,<=50K
933-69-1645,36.0,,Married-civ-spouse,Husband,,
220-02-4569,,Masters,Married-civ-spouse,Husband,,
880-80-4667,,,Never-married,Not-in-family,Male,
927-45-7001,23.0,,Never-married,Not-in-family,,
339-40-4176,57.0,HS-grad,,,Male,
223-83-2923,47.0,,Married-civ-spouse,Husband,Male,>50K
547-32-8009,43.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
244-47-1744,25.0,Some-college,Never-married,Not-in-family,,
018-82-6781,32.0,,Married-civ-spouse,Husband,Male,
822-29-7296,43.0,Bachelors,Married-civ-spouse,Husband,,
611-79-3611,34.0,Assoc-voc,Married-civ-spouse,Husband,,
217-41-4004,,HS-grad,Never-married,Own-child,Male,
439-21-9901,,HS-grad,Married-civ-spouse,Husband,Male,
792-16-8303,33.0,HS-grad,Married-civ-spouse,,Male,<=50K
635-71-8672,21.0,HS-grad,Never-married,Not-in-family,Female,<=50K
788-85-1350,64.0,HS-grad,Married-civ-spouse,,Male,<=50K
781-32-6780,53.0,,,Unmarried,,
574-38-5748,,Some-college,Married-civ-spouse,Other-relative,,<=50K
336-57-8623,61.0,Bachelors,Never-married,Not-in-family,Female,
737-16-2161,39.0,HS-grad,,Husband,,>50K
244-13-3906,50.0,,Married-civ-spouse,Husband,Female,<=50K
090-63-2678,50.0,Masters,Married-civ-spouse,Husband,Male,<=50K
575-39-9262,45.0,HS-grad,Divorced,Unmarried,Female,<=50K
024-90-7862,,,Married-civ-spouse,Husband,,>50K
520-30-0982,18.0,HS-grad,,Own-child,,<=50K
847-85-0122,47.0,,Married-civ-spouse,Husband,Female,
311-94-7174,,Some-college,Divorced,,,<=50K
993-12-0392,21.0,Some-college,Never-married,Own-child,,<=50K
265-20-2702,48.0,Some-college,Divorced,,,
453-31-6952,22.0,,,,Female,<=50K
695-60-8107,54.0,Doctorate,,,,<=50K
008-04-6683,28.0,HS-grad,Married-civ-spouse,Husband,,
205-86-6093,44.0,HS-grad,Married-civ-spouse,Husband,,<=50K
835-07-3709,33.0,Masters,Divorced,Not-in-family,,<=50K
085-01-2284,31.0,Some-college,Married-civ-spouse,Wife,Male,
174-26-2899,29.0,,Married-civ-spouse,Husband,Male,>50K
134-09-0908,51.0,Assoc-acdm,Married-civ-spouse,,Male,
358-50-7370,26.0,,Married-civ-spouse,Husband,Male,<=50K
019-41-0319,,,Married-spouse-absent,Not-in-family,Male,
514-92-6289,18.0,Masters,Never-married,Own-child,Female,
413-45-2088,52.0,HS-grad,,,Male,<=50K
753-25-5527,27.0,Bachelors,Married-civ-spouse,Husband,Female,
906-14-2505,,Bachelors,Married-civ-spouse,Husband,Male,
705-22-1129,42.0,HS-grad,,Not-in-family,Male,<=50K
124-93-8574,51.0,Bachelors,Married-civ-spouse,Husband,Male,
844-77-8868,34.0,,Married-AF-spouse,Wife,,>50K
763-72-8500,62.0,Bachelors,,Husband,,
768-30-4667,38.0,HS-grad,Separated,Unmarried,Male,
582-49-3856,23.0,Some-college,Never-married,Unmarried,,<=50K
040-75-5528,33.0,,Married-civ-spouse,,Male,
847-17-4446,27.0,,Divorced,Not-in-family,,<=50K
891-27-7640,34.0,Bachelors,Never-married,Not-in-family,,
760-44-2259,46.0,HS-grad,Married-AF-spouse,Husband,Male,
556-63-3906,42.0,,Married-civ-spouse,Husband,Male,<=50K
028-96-1916,,,Married-civ-spouse,Husband,,>50K
432-83-1694,22.0,HS-grad,Never-married,Not-in-family,Male,<=50K
992-72-1129,65.0,11th,Married-civ-spouse,Husband,Male,
334-92-0147,49.0,Some-college,Married-civ-spouse,Husband,Male,
494-90-1719,45.0,,Married-civ-spouse,Own-child,Male,
365-29-4839,29.0,Bachelors,Never-married,Not-in-family,Male,<=50K
071-28-3783,24.0,Bachelors,Never-married,,Female,<=50K
571-25-3070,45.0,,,,,<=50K
335-56-5110,56.0,11th,,Husband,,>50K
203-71-6216,29.0,Bachelors,Never-married,Other-relative,Male,<=50K
256-01-9655,24.0,HS-grad,Never-married,Not-in-family,Male,
731-44-9630,52.0,Bachelors,,Husband,,
665-81-6952,28.0,Assoc-acdm,Never-married,,Female,<=50K
702-48-7714,40.0,Some-college,,Unmarried,Male,
835-68-7959,65.0,,Married-civ-spouse,Husband,Male,
169-87-1007,22.0,10th,Never-married,,Male,<=50K
684-58-2308,29.0,Bachelors,Never-married,Own-child,,
810-50-3684,,Some-college,Divorced,Unmarried,Female,
621-00-7370,,HS-grad,Never-married,,,
578-37-8377,39.0,Some-college,Married-civ-spouse,,Male,
441-58-4766,34.0,Masters,Married-civ-spouse,Husband,,<=50K
968-91-8917,,,Married-civ-spouse,,,
494-16-4618,34.0,,Never-married,Not-in-family,Female,
628-62-4077,55.0,,Married-civ-spouse,Husband,Male,>50K
033-99-8771,57.0,,Married-civ-spouse,Husband,Male,
822-14-3733,65.0,Masters,Divorced,Not-in-family,Male,
970-05-5281,41.0,,Married-civ-spouse,Husband,,
947-42-0146,35.0,HS-grad,Never-married,Not-in-family,,>50K
614-80-3439,,,Never-married,Not-in-family,Female,<=50K
107-80-0982,28.0,Some-college,Never-married,Not-in-family,Male,<=50K
392-41-4004,17.0,,Never-married,Unmarried,,<=50K
320-45-4545,27.0,,Married-civ-spouse,Wife,Male,<=50K
253-22-4815,23.0,,,,,
543-39-6805,32.0,,Separated,Not-in-family,Female,
670-63-8819,21.0,,Never-married,,Male,
978-83-9065,33.0,10th,,Husband,,<=50K
935-01-2284,31.0,HS-grad,Never-married,Not-in-family,,
829-26-9040,61.0,HS-grad,,Husband,Male,>50K
960-68-7959,52.0,Masters,Married-civ-spouse,Husband,,
408-69-1645,44.0,Masters,Married-civ-spouse,Wife,,
553-16-3390,56.0,Bachelors,Divorced,,,<=50K
368-36-6092,57.0,Some-college,Married-civ-spouse,Husband,Male,
669-62-5306,59.0,Some-college,Married-civ-spouse,Husband,,<=50K
116-83-0466,33.0,HS-grad,Divorced,,Male,
640-01-8426,30.0,Some-college,Married-civ-spouse,Husband,,>50K
620-91-5232,46.0,HS-grad,,Unmarried,Male,<=50K
719-84-0294,35.0,,Divorced,Unmarried,Male,<=50K
987-92-9974,48.0,,Married-civ-spouse,,,
406-44-9631,29.0,Some-college,Never-married,Not-in-family,Female,<=50K
295-45-4545,45.0,HS-grad,Never-married,Own-child,Male,<=50K
663-75-9213,27.0,HS-grad,,Not-in-family,,<=50K
628-86-9778,35.0,Some-college,Never-married,,Male,<=50K
485-65-7247,,,Married-civ-spouse,Husband,Male,
599-90-7861,,Bachelors,Married-civ-spouse,Husband,,>50K
393-24-3242,22.0,,,Other-relative,Male,
976-47-4200,40.0,9th,,Unmarried,Male,<=50K
457-30-9581,17.0,5th-6th,,,Male,
105-06-7567,46.0,,,Not-in-family,Male,<=50K
377-42-6289,,,,Unmarried,,<=50K
898-49-5085,23.0,Some-college,Never-married,Unmarried,,<=50K
146-65-2334,42.0,,Married-civ-spouse,Husband,Female,<=50K
334-55-1596,47.0,7th-8th,Married-civ-spouse,Husband,,
749-53-9311,50.0,,Married-civ-spouse,Husband,,>50K
635-62-6534,53.0,,,,,<=50K
638-85-1350,21.0,HS-grad,,Unmarried,Female,<=50K
073-95-5773,39.0,Bachelors,Never-married,,Male,>50K
987-99-1399,21.0,Some-college,Married-civ-spouse,,,>50K
595-79-2382,68.0,HS-grad,Married-civ-spouse,Husband,Male,
638-78-9925,25.0,Bachelors,Never-married,Other-relative,Female,<=50K
698-74-0785,,HS-grad,,Wife,Male,>50K
971-52-9483,45.0,,Divorced,Not-in-family,,<=50K
366-27-7640,60.0,Some-college,Married-civ-spouse,Husband,,<=50K
477-45-7001,39.0,,Married-civ-spouse,Husband,,
889-95-7001,40.0,HS-grad,Divorced,Not-in-family,Male,
214-52-7026,21.0,,Never-married,Own-child,Male,
353-96-1916,43.0,HS-grad,,Not-in-family,Male,
951-10-5650,46.0,,Widowed,Unmarried,,<=50K
193-58-1080,35.0,,Divorced,,,
138-32-9238,34.0,,Married-civ-spouse,Husband,,<=50K
710-35-0122,35.0,Assoc-acdm,Divorced,Unmarried,Male,>50K
430-80-4667,33.0,Assoc-voc,Separated,Unmarried,Female,<=50K
215-69-4102,59.0,HS-grad,Married-civ-spouse,Husband,,
465-07-9852,55.0,HS-grad,Married-civ-spouse,Husband,,
078-56-2653,39.0,Some-college,Married-civ-spouse,Husband,,>50K
386-85-5036,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
747-08-2308,63.0,HS-grad,Widowed,Not-in-family,,<=50K
653-37-8377,,Some-college,Never-married,Own-child,Female,<=50K
129-76-0442,31.0,10th,Never-married,Not-in-family,Male,
292-10-6879,43.0,,Widowed,Not-in-family,Male,<=50K
642-38-3291,47.0,HS-grad,,Own-child,,
739-34-2751,47.0,Assoc-acdm,Married-civ-spouse,,Male,<=50K
190-97-0515,39.0,,Divorced,,,<=50K
623-24-9385,37.0,HS-grad,Separated,Unmarried,Female,<=50K
447-88-0834,47.0,HS-grad,Married-civ-spouse,Wife,,>50K
772-94-2259,33.0,Bachelors,,Unmarried,Male,
291-27-7640,,HS-grad,Divorced,Unmarried,Female,
031-29-6068,34.0,HS-grad,Married-civ-spouse,Husband,Male,
788-54-4225,30.0,9th,Married-civ-spouse,Husband,Male,
637-71-4987,19.0,Bachelors,Never-married,Own-child,Female,
627-61-0564,45.0,Masters,,Husband,Male,>50K
297-08-2309,25.0,HS-grad,Never-married,Own-child,,<=50K
365-66-3390,51.0,Some-college,Married-civ-spouse,Husband,,<=50K
150-18-4275,33.0,Some-college,,Not-in-family,Female,>50K
938-39-0662,43.0,HS-grad,Married-civ-spouse,,Male,
435-68-7960,41.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
537-16-2161,29.0,HS-grad,Married-civ-spouse,Husband,Male,
712-74-5699,19.0,,Never-married,,Female,
785-01-2284,48.0,HS-grad,,Husband,,>50K
397-35-8721,32.0,Some-college,,,Male,>50K
933-01-5969,49.0,HS-grad,Married-civ-spouse,Husband,Male,
913-72-8500,58.0,Bachelors,,Husband,Male,
392-19-9016,21.0,,Never-married,,Female,<=50K
084-33-6609,20.0,HS-grad,,Own-child,Female,<=50K
876-13-6362,38.0,Some-college,Divorced,Other-relative,Female,
278-43-9803,21.0,,Never-married,Unmarried,,
846-92-8746,36.0,Some-college,Divorced,,,<=50K
841-79-9753,44.0,HS-grad,Divorced,,,<=50K
181-87-9606,42.0,HS-grad,Married-spouse-absent,Not-in-family,,<=50K
189-18-9189,19.0,Assoc-acdm,,Not-in-family,Male,<=50K
948-12-6534,22.0,,Never-married,,Female,<=50K
971-83-6608,26.0,HS-grad,Separated,Unmarried,Male,
232-80-0982,28.0,,Married-civ-spouse,Husband,Male,
198-37-2235,,Prof-school,Divorced,Other-relative,,>50K
768-36-6092,,10th,Never-married,Own-child,Male,<=50K
098-28-0098,38.0,Some-college,,Husband,Male,
194-01-1056,51.0,Some-college,,,,<=50K
508-53-8083,38.0,10th,Married-civ-spouse,Wife,Female,>50K
644-13-3905,60.0,,Married-civ-spouse,,Male,<=50K
887-25-4298,36.0,HS-grad,,Husband,Female,<=50K
089-12-7764,33.0,HS-grad,,Unmarried,Male,<=50K
025-55-2825,,Some-college,Never-married,Own-child,,
367-75-1842,22.0,Bachelors,Never-married,Other-relative,Female,<=50K
733-53-8082,66.0,,Married-civ-spouse,Husband,Male,>50K
467-69-0417,34.0,Doctorate,Married-civ-spouse,Husband,Male,
957-92-3831,69.0,Bachelors,,Husband,,
189-31-2039,33.0,9th,Married-civ-spouse,,Male,
997-08-2308,23.0,HS-grad,Never-married,,Female,<=50K
873-52-5797,60.0,HS-grad,Widowed,Not-in-family,Female,<=50K
216-61-5478,29.0,Some-college,Never-married,Not-in-family,Male,
762-25-4298,20.0,,Never-married,Not-in-family,,<=50K
047-72-7272,55.0,Some-college,Married-civ-spouse,Husband,Male,>50K
668-08-9679,34.0,Some-college,Married-civ-spouse,,,<=50K
894-28-7468,63.0,,Divorced,,Female,<=50K
690-54-0539,,,,Husband,Male,<=50K
871-99-0171,59.0,Some-college,Widowed,Not-in-family,,
031-08-1081,,Assoc-voc,Married-spouse-absent,Not-in-family,Female,<=50K
914-46-5601,23.0,Some-college,Never-married,Not-in-family,,
736-76-2898,38.0,Prof-school,Married-civ-spouse,Husband,Male,
578-31-6952,44.0,,Married-civ-spouse,Wife,Male,
560-56-5110,41.0,9th,,Unmarried,,<=50K
305-06-7567,20.0,,,,,<=50K
488-57-4938,30.0,,,Not-in-family,Female,<=50K
201-22-8501,28.0,HS-grad,Never-married,Not-in-family,,<=50K
796-62-1620,33.0,,,,Male,>50K
656-26-5355,29.0,Preschool,Married-civ-spouse,Husband,,
260-41-1547,28.0,Assoc-voc,,Not-in-family,Female,
720-66-9532,21.0,Some-college,Never-married,Not-in-family,,
090-32-5552,35.0,,Never-married,Not-in-family,Male,<=50K
725-18-4274,17.0,10th,Never-married,Own-child,,
149-99-9999,,,Married-civ-spouse,Husband,Male,<=50K
870-17-8131,47.0,HS-grad,Married-civ-spouse,Husband,,<=50K
840-54-0539,37.0,Assoc-acdm,,Not-in-family,Female,<=50K
233-20-0245,22.0,11th,Never-married,Own-child,Male,<=50K
857-43-2431,65.0,Some-college,Married-civ-spouse,Husband,,
313-45-2088,39.0,Some-college,Divorced,,,
910-90-2947,18.0,Bachelors,Never-married,Other-relative,Male,<=50K
186-57-8623,47.0,Bachelors,Married-civ-spouse,Husband,,
811-36-3635,35.0,,,Husband,,<=50K
341-95-3316,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
901-81-2038,32.0,,,,Male,
631-91-0318,18.0,10th,Never-married,Not-in-family,Female,<=50K
780-40-5404,38.0,Assoc-voc,Divorced,Unmarried,Male,<=50K
744-50-2456,33.0,HS-grad,Never-married,,,<=50K
236-21-0073,39.0,HS-grad,Married-civ-spouse,Husband,,
445-39-3119,34.0,HS-grad,Married-civ-spouse,Wife,,>50K
383-81-4495,31.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
742-32-1866,57.0,Prof-school,Married-civ-spouse,Husband,,>50K
132-00-2456,63.0,HS-grad,Widowed,Not-in-family,Female,
890-23-3414,47.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
562-59-2137,25.0,,Never-married,Own-child,,<=50K
455-95-8230,19.0,10th,Never-married,Own-child,Male,<=50K
303-71-6215,19.0,Bachelors,Never-married,Own-child,Female,
960-59-5822,29.0,,Married-civ-spouse,Husband,Male,>50K
254-76-0442,56.0,HS-grad,Married-civ-spouse,Husband,,>50K
165-75-5528,18.0,Some-college,,Own-child,Male,
279-11-5478,30.0,Some-college,Never-married,Own-child,Male,
262-65-3562,59.0,HS-grad,,Unmarried,,
491-09-3365,41.0,HS-grad,,Husband,Male,>50K
047-57-3710,35.0,HS-grad,Married-civ-spouse,Husband,,>50K
522-02-0883,25.0,,Never-married,Own-child,,
549-63-1449,70.0,Masters,Divorced,,,
695-82-3095,,HS-grad,Married-civ-spouse,Husband,Male,>50K
142-87-4692,,Masters,,Not-in-family,Female,<=50K
627-18-0589,44.0,Some-college,Married-civ-spouse,Husband,Male,>50K
596-77-5183,22.0,Some-college,Never-married,Not-in-family,Female,
912-68-4274,19.0,,Never-married,Own-child,Female,<=50K
405-92-7518,32.0,,Married-civ-spouse,,Male,>50K
680-71-2530,33.0,,Married-civ-spouse,Husband,Male,<=50K
197-45-0859,44.0,,Separated,Unmarried,,
080-28-2555,23.0,Bachelors,Never-married,Not-in-family,Male,
898-67-9360,36.0,Masters,,Wife,Male,
265-41-7690,51.0,Bachelors,Never-married,Not-in-family,,<=50K
227-48-7714,32.0,HS-grad,Never-married,Own-child,,
446-49-8771,20.0,Some-college,,Own-child,,<=50K
710-50-3684,35.0,,,Wife,,>50K
779-60-6878,32.0,11th,,Husband,Male,<=50K
428-13-2677,63.0,,,Husband,Male,
614-03-5625,33.0,Masters,Married-civ-spouse,Husband,Male,<=50K
648-49-5085,43.0,HS-grad,,Not-in-family,Male,<=50K
065-38-6977,,,Never-married,Unmarried,,<=50K
988-14-4962,29.0,,Never-married,Own-child,Female,
451-22-8500,63.0,,,Husband,,<=50K
645-08-5994,53.0,,Divorced,Unmarried,Female,<=50K
232-00-2456,49.0,,Married-civ-spouse,Husband,Male,<=50K
454-51-4741,56.0,Assoc-voc,Divorced,Not-in-family,,
943-82-6780,32.0,,Married-civ-spouse,Husband,Male,
109-42-8746,,Doctorate,,Not-in-family,,
893-55-0367,46.0,,,Not-in-family,Female,
608-72-2358,39.0,Some-college,Married-civ-spouse,Husband,,
252-27-2727,31.0,HS-grad,Never-married,Unmarried,Female,<=50K
813-82-0638,57.0,Masters,Married-civ-spouse,Husband,Male,
394-90-1719,21.0,9th,Married-civ-spouse,,Male,
192-99-7542,27.0,HS-grad,Never-married,Unmarried,Female,<=50K
057-80-0982,23.0,,Never-married,Own-child,Female,<=50K
422-02-0884,17.0,,Never-married,,,<=50K
249-75-4299,26.0,Bachelors,Never-married,Not-in-family,,
193-82-6781,43.0,Bachelors,Separated,Not-in-family,,
920-08-5994,42.0,HS-grad,Divorced,Not-in-family,,<=50K
527-54-9139,,Some-college,Separated,Own-child,Female,
222-81-9410,19.0,Bachelors,Never-married,Own-child,Male,<=50K
661-30-2210,40.0,Some-college,Never-married,Own-child,Female,
955-95-8230,55.0,HS-grad,Married-civ-spouse,,Female,<=50K
754-63-7591,35.0,,Separated,Unmarried,Female,
932-52-4569,77.0,Bachelors,Married-civ-spouse,Husband,Male,
822-26-6583,23.0,Bachelors,,Other-relative,Female,
393-39-6805,71.0,Masters,Divorced,Not-in-family,Female,
830-31-3266,25.0,,Never-married,,Male,<=50K
171-22-2358,43.0,11th,Divorced,,,
061-82-4324,28.0,,Divorced,Unmarried,Female,<=50K
741-92-2603,52.0,,Divorced,,,<=50K
294-56-3881,30.0,Some-college,Never-married,Not-in-family,,<=50K
370-85-3807,47.0,Some-college,Married-civ-spouse,Husband,,
212-92-9975,43.0,Bachelors,Divorced,Unmarried,,<=50K
834-45-9458,47.0,Assoc-voc,,Husband,,
493-27-3955,56.0,,,Husband,Male,
928-83-9065,20.0,Bachelors,Never-married,Not-in-family,Male,>50K
580-15-9704,45.0,HS-grad,,Not-in-family,,<=50K
653-22-4815,30.0,,Never-married,Own-child,Male,<=50K
271-28-3783,37.0,,Married-civ-spouse,Husband,Male,
642-72-1129,17.0,,Never-married,Own-child,Female,<=50K
794-93-2431,20.0,Some-college,Never-married,Not-in-family,Male,<=50K
948-61-7935,,Some-college,,Husband,Male,
735-44-2259,39.0,,Separated,,Male,<=50K
903-50-1227,30.0,,Never-married,Not-in-family,,<=50K
543-51-9655,33.0,10th,Divorced,Not-in-family,Male,<=50K
088-32-9238,35.0,,Never-married,,Male,
938-26-7812,45.0,HS-grad,Married-civ-spouse,Wife,,
561-39-4348,58.0,,,Husband,Female,
414-98-7714,46.0,HS-grad,Never-married,Not-in-family,Male,
834-21-3758,36.0,HS-grad,,Husband,Male,
002-70-2702,63.0,10th,,,,<=50K
925-09-2136,47.0,,Separated,Own-child,,
957-77-0269,41.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
786-11-7935,,HS-grad,,Unmarried,,
395-79-2382,36.0,HS-grad,,Husband,Female,>50K
060-38-0835,52.0,,,,Male,
617-93-6117,43.0,Bachelors,,Husband,,
308-53-8083,24.0,Bachelors,,Own-child,Male,<=50K
902-33-4151,52.0,Bachelors,Widowed,Not-in-family,Female,
603-59-3365,,Assoc-voc,,,Male,
204-85-2579,,HS-grad,Married-civ-spouse,,Male,
988-69-7787,36.0,Some-college,Never-married,Unmarried,Male,<=50K
494-50-2456,36.0,,Married-civ-spouse,Husband,Male,
637-99-1399,18.0,,Never-married,,Female,
826-56-6338,29.0,Some-college,Never-married,Not-in-family,Female,<=50K
996-03-8082,,,Married-civ-spouse,,,
381-91-0319,52.0,HS-grad,Married-civ-spouse,Husband,Female,>50K
536-02-5797,35.0,HS-grad,,Husband,Male,
411-17-9360,77.0,Some-college,Widowed,Unmarried,,
683-90-6633,39.0,HS-grad,Married-spouse-absent,Not-in-family,,<=50K
279-76-0441,26.0,Some-college,Never-married,Unmarried,Male,<=50K
724-53-9311,31.0,,Married-civ-spouse,Husband,,<=50K
045-48-5257,36.0,HS-grad,,Not-in-family,Male,<=50K
120-63-8820,,,,Own-child,Female,<=50K
193-24-3243,17.0,HS-grad,Married-civ-spouse,Husband,Male,
270-45-4545,45.0,Some-college,,,Female,>50K
248-58-7223,42.0,Bachelors,Married-civ-spouse,,,
764-58-8451,45.0,10th,,Unmarried,,<=50K
409-27-5183,33.0,HS-grad,Divorced,,Male,
742-19-9016,66.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
027-79-4840,36.0,Some-college,Never-married,Not-in-family,Male,
401-71-9901,,9th,Never-married,,Male,<=50K
965-32-5551,18.0,Assoc-voc,Never-married,Own-child,Male,
249-81-5724,36.0,Doctorate,Married-civ-spouse,,,>50K
727-76-4127,55.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
709-98-1571,51.0,HS-grad,Divorced,,,>50K
328-10-1965,34.0,Some-college,,Husband,Female,
911-85-5035,55.0,HS-grad,Separated,Unmarried,Male,<=50K
270-42-3832,60.0,,Married-civ-spouse,Husband,Male,<=50K
687-77-6412,55.0,Assoc-acdm,Married-civ-spouse,,,
025-76-7813,62.0,HS-grad,Divorced,Not-in-family,,
362-71-4987,37.0,11th,Never-married,Other-relative,,<=50K
158-41-5233,88.0,Some-college,Never-married,Not-in-family,Male,
745-33-1694,34.0,Some-college,Never-married,Unmarried,Male,<=50K
262-49-9999,48.0,HS-grad,Widowed,,Female,<=50K
075-46-0687,51.0,,Married-civ-spouse,Husband,,
482-86-2407,50.0,,,Not-in-family,,
436-79-3611,41.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
860-38-0834,17.0,HS-grad,Never-married,,,
346-19-1645,53.0,,Divorced,Not-in-family,,
154-76-0442,49.0,,Married-spouse-absent,Not-in-family,Male,
727-08-8451,56.0,Doctorate,,Husband,Male,<=50K
077-14-9877,49.0,Bachelors,Married-civ-spouse,Husband,,
100-73-7100,35.0,Some-college,Never-married,,,
067-41-4004,,,Never-married,Own-child,,<=50K
379-57-6166,22.0,HS-grad,Never-married,Own-child,Male,<=50K
141-52-3341,41.0,,Never-married,,Male,
025-42-9975,24.0,7th-8th,,Husband,Male,
458-16-9532,,Some-college,Divorced,,,<=50K
794-68-6731,40.0,HS-grad,Married-civ-spouse,Wife,Male,>50K
388-97-4201,20.0,Bachelors,,Own-child,,<=50K
488-48-2800,36.0,HS-grad,Married-civ-spouse,Wife,,>50K
951-65-8475,47.0,,Married-civ-spouse,Husband,Male,
643-73-4643,35.0,Some-college,,Husband,Male,
526-99-6313,30.0,Assoc-voc,,Not-in-family,Male,
422-45-0859,21.0,Bachelors,Never-married,Not-in-family,Male,
608-32-3095,43.0,HS-grad,Divorced,Unmarried,Female,
817-35-2579,27.0,,,Unmarried,,
645-88-4520,23.0,Some-college,Separated,,,
391-09-3365,34.0,Masters,Never-married,Own-child,,
559-33-6608,27.0,11th,Divorced,Own-child,,
250-67-5675,50.0,12th,Separated,,,<=50K
050-21-4987,48.0,HS-grad,,Husband,Female,<=50K
186-85-5036,66.0,Bachelors,Married-civ-spouse,Husband,,<=50K
245-14-7419,53.0,Bachelors,Divorced,Not-in-family,,
806-60-3193,32.0,Some-college,,Wife,Male,
788-91-2775,26.0,Bachelors,Never-married,Not-in-family,,
930-00-6141,,,Divorced,Unmarried,,<=50K
886-67-0760,27.0,HS-grad,Married-civ-spouse,,,<=50K
863-42-1375,48.0,Bachelors,Married-civ-spouse,,,<=50K
141-36-9778,23.0,,,Not-in-family,Male,
852-88-6977,,,Never-married,Not-in-family,,>50K
807-06-3881,36.0,Bachelors,Married-civ-spouse,Husband,,>50K
776-13-6362,20.0,11th,Never-married,Own-child,Male,
219-10-3193,26.0,12th,Never-married,,,
443-98-0343,39.0,Bachelors,Married-civ-spouse,Husband,Female,
951-62-7763,40.0,HS-grad,Married-civ-spouse,,Male,<=50K
629-72-9729,29.0,,Never-married,Not-in-family,,
015-66-3390,50.0,Bachelors,Married-civ-spouse,,Male,>50K
714-61-9163,,Some-college,,,,<=50K
642-65-9704,59.0,HS-grad,Divorced,Unmarried,,
950-85-9949,33.0,Some-college,Married-civ-spouse,Husband,Female,>50K
330-52-8255,56.0,,Married-civ-spouse,Husband,,<=50K
678-62-4077,35.0,Assoc-voc,Married-civ-spouse,Husband,,
352-76-4127,28.0,Bachelors,,Husband,Male,<=50K
587-92-9974,36.0,Bachelors,Married-civ-spouse,Husband,Male,
531-38-8205,46.0,Some-college,,Husband,Male,
395-48-5257,43.0,Assoc-acdm,Divorced,Not-in-family,Male,>50K
736-91-6461,21.0,Masters,,Other-relative,Male,<=50K
478-56-2653,,Some-college,,,Male,<=50K
770-30-0982,32.0,HS-grad,,Not-in-family,Male,>50K
641-43-1203,55.0,Prof-school,Married-civ-spouse,Husband,,<=50K
274-53-9311,26.0,Some-college,Separated,Unmarried,,<=50K
150-15-3562,55.0,,Married-civ-spouse,Husband,,
902-05-7738,34.0,HS-grad,Married-civ-spouse,Husband,Male,
686-48-6485,31.0,Bachelors,Married-civ-spouse,,,>50K
714-15-8475,19.0,Masters,Never-married,,Male,
777-97-9114,34.0,,,,Male,<=50K
826-53-5625,24.0,HS-grad,,,Female,
887-40-7861,19.0,,Never-married,,,
045-30-0982,67.0,Some-college,Divorced,,Female,<=50K
604-11-5478,,,Married-civ-spouse,Husband,Male,
580-46-6829,29.0,HS-grad,Never-married,,Male,<=50K
225-58-3537,50.0,,,Not-in-family,,
102-39-5577,24.0,HS-grad,Never-married,Not-in-family,Male,
940-17-1989,25.0,,Never-married,Not-in-family,,
974-90-7861,52.0,Assoc-acdm,Divorced,Not-in-family,Female,
328-68-5503,54.0,,,,,
664-80-3439,39.0,,Married-civ-spouse,Husband,,
002-39-5577,27.0,,Divorced,Own-child,Male,
055-77-3955,20.0,HS-grad,Never-married,Own-child,,<=50K
671-68-3046,18.0,,Never-married,,Male,
221-65-2333,32.0,Doctorate,Married-civ-spouse,Husband,Male,<=50K
258-35-3808,43.0,HS-grad,Divorced,Not-in-family,Female,
158-10-8107,24.0,Bachelors,Never-married,Own-child,,<=50K
603-80-8353,19.0,Some-college,Never-married,Own-child,,<=50K
384-27-5183,44.0,Some-college,Divorced,Not-in-family,Male,
139-52-7026,21.0,,Married-civ-spouse,Husband,Male,>50K
866-18-5502,45.0,Some-college,Married-civ-spouse,Husband,Male,
754-72-9728,43.0,Assoc-voc,Divorced,,Male,
301-65-8476,34.0,,Never-married,Not-in-family,Female,<=50K
